scientific_name,match_basis,supplier,product_name,stock_size,price_min_aud,price_max_aud,availability_status,size_price_mapping_status,supplier_url,verification_date,match_location,taxon_verification_url,source_freshness,proposed_valid_to,review_status
Callitris columellaris,exact_catalogue_name,Northern Rivers Natives via HortOS,Callitris columellaris,Tube,4.50,4.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/callitris-columellaris,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Callitris columellaris,exact_catalogue_name,Paten Park Native Nursery via HortOS,Callitris columellaris,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/callitris-columellaris,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Callitris columellaris,exact_catalogue_name,Regen Australia via HortOS,Callitris columellaris,Tube,2.52,2.52,available,exact_listed_size_price,https://au.hortosapp.com/plants/callitris-columellaris,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassina aculeata,species_or_cultivar_listing,Candlebark Community Nursery Inc via HortOS,Cassinia aculeata,Tube,3.18,3.18,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-aculeata,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/5390402,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassina aculeata,species_or_cultivar_listing,Conservation Collective Pty Ltd via HortOS,Cassinia aculeata,Tube,2.75,2.75,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-aculeata,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/5390402,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassina aculeata,species_or_cultivar_listing,Grand Ridge Propagation Nursery via HortOS,Cassinia aculeata,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-aculeata,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/5390402,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassina aculeata,species_or_cultivar_listing,Green Circle Plant Nursery via HortOS,Cassinia aculeata,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-aculeata,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/5390402,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassina aculeata,species_or_cultivar_listing,Greenlink Sandbelt Indigenous Nursery via HortOS,Cassinia aculeata,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-aculeata,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/5390402,11 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassina aculeata,species_or_cultivar_listing,Habitat Creations Group Pty Ltd via HortOS,Cassinia aculeata,Hiko,1.50,1.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-aculeata,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/5390402,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassina aculeata,species_or_cultivar_listing,Monaro Native Tree Nursery via HortOS,Cassinia aculeata,Hiko,1.65,1.65,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-aculeata,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/5390402,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassina aculeata,species_or_cultivar_listing,Monaro Native Tree Nursery via HortOS,Cassinia aculeata,Tube,2.50,2.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-aculeata,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/5390402,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassina aculeata,species_or_cultivar_listing,OzTrees Nursery via HortOS,Cassinia aculeata,Hiko,1.35,1.35,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-aculeata,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/5390402,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassina aculeata,species_or_cultivar_listing,Sandy Creek Trees via HortOS,Cassinia aculeata,Hiko,1.50,1.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-aculeata,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/5390402,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassina aculeata,species_or_cultivar_listing,Willum Warrain Bush Nursery via HortOS,Cassinia aculeata,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-aculeata,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/5390402,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassinia arcuata,exact_catalogue_name,Green Circle Plant Nursery via HortOS,Cassinia arcuata,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-arcuata,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Cassinia arcuata,exact_catalogue_name,Greenlink Sandbelt Indigenous Nursery via HortOS,Cassinia arcuata,Tube,1.00,1.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/cassinia-arcuata,2026-09-18,exact_hortos_botanical_name,,11 days ago,2026-10-18,loaded_exact_species_and_size_price
Diploglottis australis,exact_catalogue_name,Eastern Forest Nursery Pty Ltd via HortOS,Diploglottis australis,Tube,2.20,2.20,available,exact_listed_size_price,https://au.hortosapp.com/plants/diploglottis-australis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Diploglottis australis,exact_catalogue_name,Fairhill Gardens Nursery via HortOS,Diploglottis australis,140mm,13.00,13.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/diploglottis-australis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Diploglottis australis,exact_catalogue_name,Fairhill Gardens Nursery via HortOS,Diploglottis australis,200mm,19.00,19.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/diploglottis-australis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Diploglottis australis,exact_catalogue_name,Fairhill Gardens Nursery via HortOS,Diploglottis australis,250mm,25.00,25.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/diploglottis-australis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Diploglottis australis,exact_catalogue_name,Go Green Rainforest Nursery via HortOS,Diploglottis australis,200mm,15.50,15.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/diploglottis-australis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Diploglottis australis,exact_catalogue_name,Kumbartcho Nursery via HortOS,Diploglottis australis,Tube,1.55,1.55,available,exact_listed_size_price,https://au.hortosapp.com/plants/diploglottis-australis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Diploglottis australis,exact_catalogue_name,Noosa and District Landcare Group Inc via HortOS,Diploglottis australis,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/diploglottis-australis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Diploglottis australis,exact_catalogue_name,Wallum Nurseries via HortOS,Diploglottis australis,Tube,3.15,3.15,available,exact_listed_size_price,https://au.hortosapp.com/plants/diploglottis-australis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus aggregata,exact_catalogue_name,Danganelly Native Plant Nursery via HortOS,Eucalyptus aggregata,Tube,1.82,1.82,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-aggregata,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus astringens,exact_catalogue_name,Westgrow Farm Trees via HortOS,Eucalyptus astringens,Forestry tube,22.73,22.73,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-astringens,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus baxteri,exact_catalogue_name,Habitat Creations Group Pty Ltd via HortOS,Eucalyptus baxteri,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-baxteri,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus baxteri,exact_catalogue_name,Willunga Natives Incorporated via HortOS,Eucalyptus baxteri,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-baxteri,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus behriana,exact_catalogue_name,GrowAbility Nursery via HortOS,Eucalyptus behriana,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-behriana,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus cornuta,exact_catalogue_name,Tulla Natives via HortOS,Eucalyptus cornuta,Tube,2.13,2.13,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-cornuta,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus cornuta,exact_catalogue_name,Westgrow Farm Trees via HortOS,Eucalyptus cornuta,Forestry tube,22.73,22.73,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-cornuta,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus cypellocarpa,exact_catalogue_name,Grand Ridge Propagation Nursery via HortOS,Eucalyptus cypellocarpa,Tube,20.00,20.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-cypellocarpa,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus cypellocarpa,exact_catalogue_name,Green Circle Plant Nursery via HortOS,Eucalyptus cypellocarpa,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-cypellocarpa,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus cypellocarpa,exact_catalogue_name,Habitat Creations Group Pty Ltd via HortOS,Eucalyptus cypellocarpa,Hiko,1.75,1.75,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-cypellocarpa,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus cypellocarpa,exact_catalogue_name,Habitat Creations Group Pty Ltd via HortOS,Eucalyptus cypellocarpa,Tube,1.25,1.25,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-cypellocarpa,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus cypellocarpa,exact_catalogue_name,Jamberoo Native Nursery via HortOS,Eucalyptus cypellocarpa,Tube,1.85,1.85,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-cypellocarpa,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus diversicolor,exact_catalogue_name,Cowaramup Tree Farm via HortOS,Eucalyptus diversicolor,20L,100.00,100.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-diversicolor,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus diversicolor,exact_catalogue_name,Cowaramup Tree Farm via HortOS,Eucalyptus diversicolor,35L,150.00,150.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-diversicolor,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus diversifolia,exact_catalogue_name,Plants Direct Australia via HortOS,Eucalyptus diversifolia,330mm,69.90,69.90,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-diversifolia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus dives,exact_catalogue_name,Arboretum Farm via HortOS,Eucalyptus dives,250mm,22.20,22.20,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-dives,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus dives,exact_catalogue_name,Danganelly Native Plant Nursery via HortOS,Eucalyptus dives,Tube,1.82,1.82,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-dives,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus dives,exact_catalogue_name,Tree Sales via HortOS,Eucalyptus dives,3L,33.00,33.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-dives,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus eremophila,exact_catalogue_name,GrowAbility Nursery via HortOS,Eucalyptus eremophila,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-eremophila,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus gardneri,exact_catalogue_name,GrowAbility Nursery via HortOS,Eucalyptus gardneri,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-gardneri,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus gardneri,exact_catalogue_name,Westland Nurseries via HortOS,Eucalyptus gardneri,35L,130.00,130.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-gardneri,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus globoidea,exact_catalogue_name,Candlebark Community Nursery Inc via HortOS,Eucalyptus globoidea,Tube,3.18,3.18,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-globoidea,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus globoidea,exact_catalogue_name,Forest Nurseries via HortOS,Eucalyptus globoidea,Hiko,1.90,1.90,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-globoidea,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus globoidea,exact_catalogue_name,Habitat Creations Group Pty Ltd via HortOS,Eucalyptus globoidea,Hiko,1.75,1.75,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-globoidea,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus globoidea,exact_catalogue_name,Undercover Nursery via HortOS,Eucalyptus globoidea,Tube,1.65,1.65,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-globoidea,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus grandis,exact_catalogue_name,Brush Turkey Enterprises via HortOS,Eucalyptus grandis,Tube,1.90,1.90,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-grandis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus grandis,exact_catalogue_name,Kumbartcho Nursery via HortOS,Eucalyptus grandis,Tube,1.55,1.55,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-grandis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus grandis,exact_catalogue_name,Noosa and District Landcare Group Inc via HortOS,Eucalyptus grandis,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-grandis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus grandis,exact_catalogue_name,Northern Rivers Natives via HortOS,Eucalyptus grandis,Tube,3.50,3.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-grandis,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus grandis,exact_catalogue_name,Paten Park Native Nursery via HortOS,Eucalyptus grandis,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-grandis,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus grandis,exact_catalogue_name,Regen Australia via HortOS,Eucalyptus grandis,Tube,2.24,2.24,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-grandis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus grandis,exact_catalogue_name,Tubestock Nursery Australia via HortOS,Eucalyptus grandis,Tube,1.80,1.80,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-grandis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus grandis,exact_catalogue_name,Wallum Nurseries via HortOS,Eucalyptus grandis,Tube,2.45,2.45,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-grandis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus grandis,exact_catalogue_name,Westgrow Farm Trees via HortOS,Eucalyptus grandis,Forestry tube,22.73,22.73,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-grandis,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus grandis,exact_catalogue_name,Yuruga Nursery (Arakai Pty Ltd) via HortOS,Eucalyptus grandis,Tube,5.00,5.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-grandis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus grossa,exact_catalogue_name,GrowAbility Nursery via HortOS,Eucalyptus grossa,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-grossa,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus megacornuta,exact_catalogue_name,GrowAbility Nursery via HortOS,Eucalyptus megacornuta,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-megacornuta,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus nutans,exact_catalogue_name,Tulla Natives via HortOS,Eucalyptus nutans,Tube,2.13,2.13,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-nutans,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus oleosa,exact_catalogue_name,GrowAbility Nursery via HortOS,Eucalyptus oleosa,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-oleosa,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus oleosa,exact_catalogue_name,McKindlays Riverine Nursery via HortOS,Eucalyptus oleosa,Hiko,0.90,0.90,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-oleosa,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus orbifolia,exact_catalogue_name,GrowAbility Nursery via HortOS,Eucalyptus orbifolia,150mm,13.64,13.64,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-orbifolia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus orbifolia,exact_catalogue_name,GrowAbility Nursery via HortOS,Eucalyptus orbifolia,35L,99.09,99.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-orbifolia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus orbifolia,exact_catalogue_name,GrowAbility Nursery via HortOS,Eucalyptus orbifolia,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-orbifolia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus orbifolia,exact_catalogue_name,Tulla Natives via HortOS,Eucalyptus orbifolia,Tube,2.13,2.13,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-orbifolia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus perriniana,exact_catalogue_name,Greenhill Nursery via HortOS,Eucalyptus perriniana,200mm,24.95,24.95,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-perriniana,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus perriniana,exact_catalogue_name,Greenhill Nursery via HortOS,Eucalyptus perriniana,45L,145.00,145.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-perriniana,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus perriniana,exact_catalogue_name,Monaro Native Tree Nursery via HortOS,Eucalyptus perriniana,200mm,15.00,15.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-perriniana,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus populnea,exact_catalogue_name,GrowAbility Nursery via HortOS,Eucalyptus populnea,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-populnea,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus populnea,exact_catalogue_name,Jayfields Nursery via HortOS,Eucalyptus populnea,Hiko,1.40,1.40,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-populnea,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus populnea,exact_catalogue_name,Tubestock Nursery Australia via HortOS,Eucalyptus populnea,Tube,1.80,1.80,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-populnea,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus populnea,exact_catalogue_name,Tulla Natives via HortOS,Eucalyptus populnea,Tube,2.13,2.13,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-populnea,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus populnea,exact_catalogue_name,Wallum Nurseries via HortOS,Eucalyptus populnea,Tube,2.45,2.45,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-populnea,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus pryoriana,exact_catalogue_name,Dinsan Nursery via HortOS,Eucalyptus pryoriana,300mm,45.00,45.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-pryoriana,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus pryoriana,exact_catalogue_name,Dream-Time Wholesale Nursery via HortOS,Eucalyptus pryoriana,300mm,60.00,60.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-pryoriana,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus pryoriana,exact_catalogue_name,Grand Ridge Propagation Nursery via HortOS,Eucalyptus pryoriana,Tube,8.00,8.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-pryoriana,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus resinifera,exact_catalogue_name,Brush Turkey Enterprises via HortOS,Eucalyptus resinifera,Tube,1.90,1.90,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-resinifera,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus resinifera,exact_catalogue_name,Forest Nurseries via HortOS,Eucalyptus resinifera,Hiko,1.90,1.90,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-resinifera,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus resinifera,exact_catalogue_name,Kumbartcho Nursery via HortOS,Eucalyptus resinifera,Tube,1.55,1.55,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-resinifera,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus resinifera,exact_catalogue_name,Noosa and District Landcare Group Inc via HortOS,Eucalyptus resinifera,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-resinifera,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus resinifera,exact_catalogue_name,Undercover Nursery via HortOS,Eucalyptus resinifera,300mm,45.00,45.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-resinifera,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus resinifera,exact_catalogue_name,Undercover Nursery via HortOS,Eucalyptus resinifera,Tube,1.65,1.65,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-resinifera,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus resinifera,exact_catalogue_name,Wallum Nurseries via HortOS,Eucalyptus resinifera,Tube,2.45,2.45,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-resinifera,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus resinifera,exact_catalogue_name,Yuruga Nursery (Arakai Pty Ltd) via HortOS,Eucalyptus resinifera,Tube,5.00,5.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-resinifera,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus salmanophloia,species_or_cultivar_listing,GrowAbility Nursery via HortOS,Eucalyptus salmonophloia,150mm,13.64,13.64,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-salmonophloia,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/3176553,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus salmanophloia,species_or_cultivar_listing,GrowAbility Nursery via HortOS,Eucalyptus salmonophloia,35L,99.09,99.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-salmonophloia,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/3176553,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus salmanophloia,species_or_cultivar_listing,GrowAbility Nursery via HortOS,Eucalyptus salmonophloia,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-salmonophloia,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/3176553,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Eucalyptus salmanophloia,species_or_cultivar_listing,Murray River Tree Farm Pty Ltd via HortOS,Eucalyptus salmonophloia,200mm,12.95,12.95,available,exact_listed_size_price,https://au.hortosapp.com/plants/eucalyptus-salmonophloia,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/3176553,6 days ago,2026-10-18,loaded_exact_species_and_size_price
