scientific_name,match_basis,supplier,product_name,stock_size,price_min_aud,price_max_aud,availability_status,size_price_mapping_status,supplier_url,verification_date,match_location,taxon_verification_url,source_freshness,proposed_valid_to,review_status
Acacia aneura,exact_catalogue_name,GrowAbility Nursery via HortOS,Acacia aneura,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-aneura,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia aneura,exact_catalogue_name,Tulla Natives via HortOS,Acacia aneura,Tube,4.25,4.25,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-aneura,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia aneura,exact_catalogue_name,Westgrow Farm Trees via HortOS,Acacia aneura,Forestry tube,22.73,22.73,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-aneura,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia calamifolia,exact_catalogue_name,GrowAbility Nursery via HortOS,Acacia calamifolia,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-calamifolia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia kettlewelliae,exact_catalogue_name,Monaro Native Tree Nursery via HortOS,Acacia kettlewelliae,Hiko,1.80,1.80,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-kettlewelliae,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia maidenii,exact_catalogue_name,Brush Turkey Enterprises via HortOS,Acacia maidenii,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-maidenii,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia maidenii,exact_catalogue_name,Kumbartcho Nursery via HortOS,Acacia maidenii,Tube,1.55,1.55,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-maidenii,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia maidenii,exact_catalogue_name,Logans Nursery via HortOS,Acacia maidenii,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-maidenii,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia maidenii,exact_catalogue_name,Noosa and District Landcare Group Inc via HortOS,Acacia maidenii,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-maidenii,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia maidenii,exact_catalogue_name,Paten Park Native Nursery via HortOS,Acacia maidenii,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-maidenii,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia maidenii,exact_catalogue_name,Regen Australia via HortOS,Acacia maidenii,Tube,2.24,2.24,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-maidenii,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia maidenii,exact_catalogue_name,Wallum Nurseries via HortOS,Acacia maidenii,Tube,2.25,2.25,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-maidenii,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia prominens,exact_catalogue_name,Apunga Native Nursery via HortOS,Acacia prominens,Tube,2.50,2.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-prominens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia provincialis (retinodes),species_or_cultivar_listing,Birds in the Bush Indigenous Plant Nursery via HortOS,Acacia provincialis,Tube,1.82,1.82,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-provincialis,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/2979750,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia provincialis (retinodes),species_or_cultivar_listing,ecoDynamics SA via HortOS,Acacia provincialis,Hiko,1.15,1.15,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-provincialis,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/2979750,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia retinodes,exact_catalogue_name,Ground Up Industries Pty Ltd via HortOS,Acacia retinodes,Tube,3.20,3.20,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-retinodes,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia retinodes,exact_catalogue_name,Peninsula Plants Pty Ltd via HortOS,Acacia retinodes,140mm,7.20,7.20,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-retinodes,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia retinodes,exact_catalogue_name,Peninsula Plants Pty Ltd via HortOS,Acacia retinodes,200mm,14.40,14.40,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-retinodes,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia retinodes,exact_catalogue_name,S and J Seedlings via HortOS,Acacia retinodes,75mm,1.00,1.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-retinodes,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia rubida,exact_catalogue_name,Danganelly Native Plant Nursery via HortOS,Acacia rubida,Tube,1.82,1.82,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-rubida,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia rubida,exact_catalogue_name,Reforest Bush Nursery via HortOS,Acacia rubida,140mm,7.00,7.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-rubida,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia rubida,exact_catalogue_name,Reforest Bush Nursery via HortOS,Acacia rubida,200mm,14.00,14.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-rubida,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia rubida,exact_catalogue_name,Reforest Bush Nursery via HortOS,Acacia rubida,Tube,3.50,3.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-rubida,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia rubida,exact_catalogue_name,Sandy Creek Trees via HortOS,Acacia rubida,Hiko,1.50,1.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-rubida,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia rubida,exact_catalogue_name,Victorian Alpine Nursery via HortOS,Acacia rubida,Tube,5.00,5.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-rubida,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Apunga Native Nursery via HortOS,Acacia suaveolens,Tube,2.50,2.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Conservation Collective Pty Ltd via HortOS,Acacia suaveolens,Tube,2.75,2.75,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Coolum Community Native Nursery via HortOS,Acacia suaveolens,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Greenlink Sandbelt Indigenous Nursery via HortOS,Acacia suaveolens,Tube,1.00,1.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,11 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Noosa and District Landcare Group Inc via HortOS,Acacia suaveolens,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Paten Park Native Nursery via HortOS,Acacia suaveolens,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Reforest Bush Nursery via HortOS,Acacia suaveolens,140mm,7.00,7.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Reforest Bush Nursery via HortOS,Acacia suaveolens,200mm,14.00,14.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Reforest Bush Nursery via HortOS,Acacia suaveolens,Tube,3.50,3.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Silver Banksia Nursery via HortOS,Acacia suaveolens,50mm,2.30,2.30,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Silver Banksia Nursery via HortOS,Acacia suaveolens,70mm,2.30,2.30,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,16 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Tubestock Nursery Australia via HortOS,Acacia suaveolens,Tube,1.80,1.80,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Wallum Nurseries via HortOS,Acacia suaveolens,Tube,2.45,2.45,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Western Sydney Bush Native Nursery via HortOS,Acacia suaveolens,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Willum Warrain Bush Nursery via HortOS,Acacia suaveolens,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Wirin Wirra - Native Nursery via HortOS,Acacia suaveolens,140mm,6.90,6.90,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia suaveolens,exact_catalogue_name,Wirin Wirra - Native Nursery via HortOS,Acacia suaveolens,Tube,2.50,2.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-suaveolens,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verniciflua,exact_catalogue_name,Birds in the Bush Indigenous Plant Nursery via HortOS,Acacia verniciflua,Tube,1.82,1.82,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verniciflua,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verniciflua,exact_catalogue_name,Grand Ridge Propagation Nursery via HortOS,Acacia verniciflua,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verniciflua,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verniciflua,exact_catalogue_name,Green Circle Plant Nursery via HortOS,Acacia verniciflua,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verniciflua,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verniciflua,exact_catalogue_name,Sandy Creek Trees via HortOS,Acacia verniciflua,Hiko,1.50,1.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verniciflua,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verniciflua,exact_catalogue_name,Victorian Alpine Nursery via HortOS,Acacia verniciflua,Tube,5.00,5.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verniciflua,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verniciflua,exact_catalogue_name,Yarra Valley ECOSS via HortOS,Acacia verniciflua,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verniciflua,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Birds in the Bush Indigenous Plant Nursery via HortOS,Acacia verticillata,Tube,1.82,1.82,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Candlebark Community Nursery Inc via HortOS,Acacia verticillata,Tube,3.18,3.18,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Conservation Collective Pty Ltd via HortOS,Acacia verticillata,Tube,2.75,2.75,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Grand Ridge Propagation Nursery via HortOS,Acacia verticillata,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Green Circle Plant Nursery via HortOS,Acacia verticillata,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Greenlink Sandbelt Indigenous Nursery via HortOS,Acacia verticillata,Tube,1.00,1.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,11 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Habitat Creations Group Pty Ltd via HortOS,Acacia verticillata,Hiko,1.75,1.75,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Reforest Bush Nursery via HortOS,Acacia verticillata,140mm,7.00,7.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Reforest Bush Nursery via HortOS,Acacia verticillata,Tube,3.50,3.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Silver Banksia Nursery via HortOS,Acacia verticillata,50mm,2.30,2.30,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Silver Banksia Nursery via HortOS,Acacia verticillata,90mm,2.30,2.30,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,16 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia verticillata,exact_catalogue_name,Yarra Valley ECOSS via HortOS,Acacia verticillata,Tube,2.60,2.60,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-verticillata,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia vestita,exact_catalogue_name,Green Circle Plant Nursery via HortOS,Acacia vestita,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-vestita,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia vestita,exact_catalogue_name,GrowAbility Nursery via HortOS,Acacia vestita,Tube,4.09,4.09,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-vestita,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Acacia vestita,exact_catalogue_name,Jayfields Nursery via HortOS,Acacia vestita,Hiko,1.40,1.40,available,exact_listed_size_price,https://au.hortosapp.com/plants/acacia-vestita,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Allocasuarina inophloia,exact_catalogue_name,Burrawong Garden Nursery via HortOS,Allocasuarina inophloia,200mm,12.50,12.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/allocasuarina-inophloia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Allocasuarina inophloia,exact_catalogue_name,Wirin Wirra - Native Nursery via HortOS,Allocasuarina inophloia,140mm,8.40,8.40,available,exact_listed_size_price,https://au.hortosapp.com/plants/allocasuarina-inophloia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Allocasuarina leuhmannii,species_or_cultivar_listing,Birds in the Bush Indigenous Plant Nursery via HortOS,Allocasuarina luehmannii,Tube,1.82,1.82,available,exact_listed_size_price,https://au.hortosapp.com/plants/allocasuarina-luehmannii,2026-09-18,exact_gbif_species_alias,https://www.gbif.org/species/2891843,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Argyrodendron actinophyllum,exact_catalogue_name,Eastern Forest Nursery Pty Ltd via HortOS,Argyrodendron actinophyllum,Tube,2.20,2.20,available,exact_listed_size_price,https://au.hortosapp.com/plants/argyrodendron-actinophyllum,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Atherosperma moschatum,exact_catalogue_name,Melaleuca Nursery via HortOS,Atherosperma moschatum,200mm,14.00,14.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/atherosperma-moschatum,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Atherosperma moschatum,exact_catalogue_name,Silver Banksia Nursery via HortOS,Atherosperma moschatum,140mm,12.55,12.55,available,exact_listed_size_price,https://au.hortosapp.com/plants/atherosperma-moschatum,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Atherosperma moschatum,exact_catalogue_name,Silver Banksia Nursery via HortOS,Atherosperma moschatum,15L,12.55,12.55,available,exact_listed_size_price,https://au.hortosapp.com/plants/atherosperma-moschatum,2026-09-18,exact_hortos_botanical_name,,16 days ago,2026-10-18,loaded_exact_species_and_size_price
Atherosperma moschatum,exact_catalogue_name,Silver Banksia Nursery via HortOS,Atherosperma moschatum,3L,12.55,12.55,available,exact_listed_size_price,https://au.hortosapp.com/plants/atherosperma-moschatum,2026-09-18,exact_hortos_botanical_name,,16 days ago,2026-10-18,loaded_exact_species_and_size_price
Auranticarpa rhombifolia,exact_catalogue_name,Bunya Nurseries via HortOS,Auranticarpa rhombifolia,45L,15.00,15.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/auranticarpa-rhombifolia,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Auranticarpa rhombifolia,exact_catalogue_name,Go Green Rainforest Nursery via HortOS,Auranticarpa rhombifolia,200mm,15.50,15.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/auranticarpa-rhombifolia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Auranticarpa rhombifolia,exact_catalogue_name,Kumbartcho Nursery via HortOS,Auranticarpa rhombifolia,Tube,1.55,1.55,available,exact_listed_size_price,https://au.hortosapp.com/plants/auranticarpa-rhombifolia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Auranticarpa rhombifolia,exact_catalogue_name,Noosa and District Landcare Group Inc via HortOS,Auranticarpa rhombifolia,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/auranticarpa-rhombifolia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Auranticarpa rhombifolia,exact_catalogue_name,Paten Park Native Nursery via HortOS,Auranticarpa rhombifolia,Tube,3.00,3.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/auranticarpa-rhombifolia,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Auranticarpa rhombifolia,exact_catalogue_name,Regen Australia via HortOS,Auranticarpa rhombifolia,Tube,2.52,2.52,available,exact_listed_size_price,https://au.hortosapp.com/plants/auranticarpa-rhombifolia,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Auranticarpa rhombifolia,exact_catalogue_name,SEQ Natives via HortOS,Auranticarpa rhombifolia,50mm,8.00,8.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/auranticarpa-rhombifolia,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Brachychiton rupestre,exact_catalogue_name,Bunya Nurseries via HortOS,Brachychiton rupestre,45L,15.00,15.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/brachychiton-rupestre,2026-09-18,exact_hortos_botanical_name,,5 days ago,2026-10-18,loaded_exact_species_and_size_price
Brachychiton rupestre,exact_catalogue_name,Westland Nurseries via HortOS,Brachychiton rupestre,75L,275.00,275.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/brachychiton-rupestre,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon linearis,exact_catalogue_name,Apunga Native Nursery via HortOS,Callistemon linearis,Tube,2.50,2.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-linearis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon linearis,exact_catalogue_name,Forest Nurseries via HortOS,Callistemon linearis,Hiko,1.85,1.85,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-linearis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon linearis,exact_catalogue_name,Forest Nurseries via HortOS,Callistemon linearis,Tube,2.15,2.15,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-linearis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon linearis,exact_catalogue_name,Tamworth Regional Landcare via HortOS,Callistemon linearis,Tube,4.50,4.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-linearis,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon phoeniceus,exact_catalogue_name,Boyanup Botanical via HortOS,Callistemon phoeniceus,72 cell,59.56,59.56,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-phoeniceus,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon phoeniceus,exact_catalogue_name,Tamworth Regional Landcare via HortOS,Callistemon phoeniceus,Tube,4.50,4.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-phoeniceus,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon phoeniceus,exact_catalogue_name,Westgrow Farm Trees via HortOS,Callistemon phoeniceus,Forestry tube,22.73,22.73,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-phoeniceus,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon rigidus,exact_catalogue_name,Apunga Native Nursery via HortOS,Callistemon rigidus,Tube,2.50,2.50,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-rigidus,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon rigidus,exact_catalogue_name,Boyanup Botanical via HortOS,Callistemon rigidus,72 cell,59.56,59.56,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-rigidus,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon rigidus,exact_catalogue_name,Forest Nurseries via HortOS,Callistemon rigidus,Hiko,1.90,1.90,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-rigidus,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon rugulosus,exact_catalogue_name,Danganelly Native Plant Nursery via HortOS,Callistemon rugulosus,Tube,1.82,1.82,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-rugulosus,2026-09-18,exact_hortos_botanical_name,,12 days ago,2026-10-18,loaded_exact_species_and_size_price
Callistemon rugulosus,exact_catalogue_name,ecoDynamics SA via HortOS,Callistemon rugulosus,Hiko,1.05,1.05,available,exact_listed_size_price,https://au.hortosapp.com/plants/callistemon-rugulosus,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Callitris columellaris,exact_catalogue_name,Kumbartcho Nursery via HortOS,Callitris columellaris,Tube,1.55,1.55,available,exact_listed_size_price,https://au.hortosapp.com/plants/callitris-columellaris,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
Callitris columellaris,exact_catalogue_name,Noosa and District Landcare Group Inc via HortOS,Callitris columellaris,Tube,2.00,2.00,available,exact_listed_size_price,https://au.hortosapp.com/plants/callitris-columellaris,2026-09-18,exact_hortos_botanical_name,,6 days ago,2026-10-18,loaded_exact_species_and_size_price
